player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,url,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur
4205,Bobby,Zamora,Bobby Zamora,2014,1039,bobby-zamora,England,London,England,1981-01-16,Centre-Forward,Attack,left,184,,,https://img.a.transfermarkt.technology/portrait/header/4205-1598528728.jpg?lm=1,https://www.transfermarkt.co.uk/bobby-zamora/profil/spieler/4205,GB1,Queens Park Rangers,750000,8000000
4208,Dominik,Reinhardt,Dominik Reinhardt,2014,167,dominik-reinhardt,Germany,Leverkusen,Germany,1984-12-19,Right-Back,Defender,,,,Soccer-Concept AG,https://img.a.transfermarkt.technology/portrait/header/4208-1406757785.jpg?lm=1,https://www.transfermarkt.co.uk/dominik-reinhardt/profil/spieler/4208,L1,FC Augsburg 1907,50000,3500000
4216,Florent,Sinama-Pongolle,Florent Sinama-Pongolle,2015,1519,florent-sinama-pongolle,RÃ©union,Saint-Pierre,France,1984-10-20,Second Striker,Attack,right,176,,,https://img.a.transfermarkt.technology/portrait/header/4216-1448635837.jpg?lm=1,https://www.transfermarkt.co.uk/florent-sinama-pongolle/profil/spieler/4216,SC1,Dundee United FC,250000,11000000
4217,Anthony,Le Tallec,Anthony Le Tallec,2016,3060,anthony-le-tallec,France,Hennebont,France,1984-10-03,Centre-Forward,Attack,right,185,,,https://img.a.transfermarkt.technology/portrait/header/s_4217_1423_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/anthony-le-tallec/profil/spieler/4217,GR1,APS Atromitos Athinon,250000,4500000
4219,David,Fox,David Fox,2013,1123,david-fox,England,Leek,England,1983-12-13,Central Midfield,Midfield,right,175,,Full Contact,https://img.a.transfermarkt.technology/portrait/header/s_4219_1123_2013_03_06_1.jpg?lm=1,https://www.transfermarkt.co.uk/david-fox/profil/spieler/4219,GB1,Norwich City,250000,2000000
4233,Adam,Federici,Adam Federici,2017,989,adam-federici,Australia,Nowra,Australia,1985-01-31,Goalkeeper,Goalkeeper,right,188,,,https://img.a.transfermarkt.technology/portrait/header/s_4233_1032_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/adam-federici/profil/spieler/4233,GB1,Association Football Club Bournemouth,250000,2000000
4241,Joleon,Lescott,Joleon Lescott,2016,2441,joleon-lescott,England,Birmingham,England,1982-08-16,Centre-Back,Defender,left,191,,Wasserman,https://img.a.transfermarkt.technology/portrait/header/s_4241_281_2013_10_18_1.jpg?lm=1,https://www.transfermarkt.co.uk/joleon-lescott/profil/spieler/4241,GR1,Athlitiki Enosi Konstantinoupoleos,1000000,17000000
4248,,Diego,Diego,2015,36,diego,Brazil,RibeirÃ£o Preto,Brazil,1985-02-28,Attacking Midfield,Midfield,right,173,,,https://img.a.transfermarkt.technology/portrait/header/4248-1506074640.jpg?lm=1,https://www.transfermarkt.co.uk/diego/profil/spieler/4248,TR1,FenerbahÃ§e Spor KulÃ¼bÃ¼,300000,29000000
4251,Callum,Davidson,Callum Davidson,2013,2578,callum-davidson,Scotland,Stirling,Scotland,1976-06-25,Left-Back,Defender,left,178,,,https://img.a.transfermarkt.technology/portrait/header/s_4251_2578_2012_12_06_1.jpg?lm=1,https://www.transfermarkt.co.uk/callum-davidson/profil/spieler/4251,SC1,Saint Johnstone Football Club,150000,1250000
4257,Samuel,Eto'o,Samuel Eto'o,2017,2293,samuel-etoo,Cameroon,Douala,Cameroon,1981-03-10,Centre-Forward,Attack,both,180,,,https://img.a.transfermarkt.technology/portrait/header/4257-1683640611.jpg?lm=1,https://www.transfermarkt.co.uk/samuel-etoo/profil/spieler/4257,TR1,Konyaspor,1000000,42000000
4267,Tim,Howard,Tim Howard,2015,29,tim-howard,United States,"North Brunswick, New Jersey",United States,1979-03-06,Goalkeeper,Goalkeeper,right,191,,Wasserman,https://img.a.transfermarkt.technology/portrait/header/4267-1587066706.jpg?lm=1,https://www.transfermarkt.co.uk/tim-howard/profil/spieler/4267,GB1,Everton Football Club,300000,10000000
4276,Carlos,Tevez,Carlos Tevez,2014,506,carlos-tevez,Argentina,Ciudadela,Argentina,1984-02-05,Second Striker,Attack,right,171,,,https://img.a.transfermarkt.technology/portrait/header/4276-1644149301.jpg?lm=1,https://www.transfermarkt.co.uk/carlos-tevez/profil/spieler/4276,IT1,Juventus Football Club,300000,40000000
4277,Philippe,Senderos,Philippe Senderos,2016,124,philippe-senderos,Switzerland,Genf,Switzerland,1985-02-14,Centre-Back,Defender,right,189,,,https://img.a.transfermarkt.technology/portrait/header/4277-1521307855.JPG?lm=1,https://www.transfermarkt.co.uk/philippe-senderos/profil/spieler/4277,SC1,Rangers Football Club,300000,9700000
4310,Bogdan,Lobont,Bogdan Lobont,2017,12,bogdan-lobont,Romania,Hunedoara,Romania,1978-01-18,Goalkeeper,Goalkeeper,right,185,,,https://img.a.transfermarkt.technology/portrait/header/4310-1408617141.jpg?lm=1,https://www.transfermarkt.co.uk/bogdan-lobont/profil/spieler/4310,IT1,Associazione Sportiva Roma,100000,3000000
4311,Maarten,Stekelenburg,Maarten Stekelenburg,2022,610,maarten-stekelenburg,,Haarlem,,1982-09-22,Goalkeeper,Goalkeeper,right,197,,Wasserman,https://img.a.transfermarkt.technology/portrait/header/4311-1666951999.jpg?lm=1,https://www.transfermarkt.co.uk/maarten-stekelenburg/profil/spieler/4311,NL1,AFC Ajax Amsterdam,75000,11000000
4314,Cristian,Chivu,Cristian Chivu,2013,46,cristian-chivu,Romania,ReÅŸiÅ£a,Romania,1980-10-26,Centre-Back,Defender,left,184,,Ioan Becali,https://img.a.transfermarkt.technology/portrait/header/4314-1588661612.jpg?lm=1,https://www.transfermarkt.co.uk/cristian-chivu/profil/spieler/4314,IT1,Football Club Internazionale Milano S.p.A.,800000,24000000
4315,Johnny,Heitinga,Johnny Heitinga,2015,610,johnny-heitinga,Netherlands,Alphen aan den Rijn,Netherlands,1983-11-15,Centre-Back,Defender,right,180,,,https://img.a.transfermarkt.technology/portrait/header/4315-1406751625.jpg?lm=1,https://www.transfermarkt.co.uk/johnny-heitinga/profil/spieler/4315,NL1,AFC Ajax Amsterdam,1000000,12000000
4316,Petri,Pasanen,Petri Pasanen,2013,678,petri-pasanen,Finland,Lahti,Finland,1980-09-24,Centre-Back,Defender,right,187,,,https://img.a.transfermarkt.technology/portrait/header/s_4316_3443_2010_1.jpg?lm=1,https://www.transfermarkt.co.uk/petri-pasanen/profil/spieler/4316,DK1,Aarhus Gymnastik Forening,100000,5000000
4317,,Maxwell,Maxwell,2016,583,maxwell,Brazil,Cachoeiro de Itapemirim,Brazil,1981-08-27,Left-Back,Defender,left,176,,Rafaela Pimenta,https://img.a.transfermarkt.technology/portrait/header/s_4317_583_2013_10_24_1.jpg?lm=1,https://www.transfermarkt.co.uk/maxwell/profil/spieler/4317,FR1,Paris Saint-Germain Football Club,1000000,13500000
4321,Steven,Pienaar,Steven Pienaar,2016,289,steven-pienaar,South Africa,"Johannesburg, Gauteng",South Africa,1982-03-17,Left Midfield,Midfield,both,170,,ExtraTime S.L.,https://img.a.transfermarkt.technology/portrait/header/4321-1485265394.jpg?lm=1,https://www.transfermarkt.co.uk/steven-pienaar/profil/spieler/4321,GB1,Sunderland AFC,500000,11000000
4323,Jelle,Van Damme,Jelle Van Damme,2018,1096,jelle-van-damme,Belgium,Lokeren,Belgium,1983-10-10,Centre-Back,Defender,left,190,,,https://img.a.transfermarkt.technology/portrait/header/4323-1587382665.jpg?lm=1,https://www.transfermarkt.co.uk/jelle-van-damme/profil/spieler/4323,BE1,Royal Antwerp Football Club,100000,4500000
4327,Nourdin,Boukhari,Nourdin Boukhari,2012,235,nourdin-boukhari,Netherlands,Rotterdam,Morocco,1980-06-30,Attacking Midfield,Midfield,left,184,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/nourdin-boukhari/profil/spieler/4327,NL1,Rooms Katholieke Combinatie Waalwijk,200000,2000000
4334,Jelle,ten Rouwelaar,Jelle ten Rouwelaar,2014,132,jelle-ten-rouwelaar,Netherlands,Joure,Netherlands,1980-12-24,Goalkeeper,Goalkeeper,left,187,,Soccer Vision ,https://img.a.transfermarkt.technology/portrait/header/4334-1418935756.jpg?lm=1,https://www.transfermarkt.co.uk/jelle-ten-rouwelaar/profil/spieler/4334,NL1,NAC Breda,250000,1500000
4337,Kasper,BÃ¶gelund,Kasper BÃ¶gelund,2012,1053,kasper-bogelund,Denmark,Odense,Denmark,1980-10-08,Right-Back,Defender,right,180,,,https://img.a.transfermarkt.technology/portrait/header/s_4337_123_2013_10_01_1.jpg?lm=1,https://www.transfermarkt.co.uk/kasper-bogelund/profil/spieler/4337,DK1,Aalborg BK,250000,2300000
4338,Wilfred,Bouma,Wilfred Bouma,2012,383,wilfred-bouma,Netherlands,Helmond,Netherlands,1978-06-15,Left-Back,Defender,left,181,,,https://img.a.transfermarkt.technology/portrait/header/s_4338_383_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/wilfred-bouma/profil/spieler/4338,NL1,Eindhovense Voetbalvereniging Philips Sport Vereniging,1000000,5500000
4344,Michael,Lamey,Michael Lamey,2013,235,michael-lamey,Netherlands,Amsterdam,Netherlands,1979-11-29,Right-Back,Defender,right,186,,,https://img.a.transfermarkt.technology/portrait/header/s_4344_235_2013_07_16_1.jpg?lm=1,https://www.transfermarkt.co.uk/michael-lamey/profil/spieler/4344,NL1,Rooms Katholieke Combinatie Waalwijk,250000,1200000
4349,Theo,Lucius,Theo Lucius,2012,235,theo-lucius,Netherlands,Veghel,Netherlands,1976-12-19,Defensive Midfield,Midfield,right,184,,Soccer-Solutions,https://img.a.transfermarkt.technology/portrait/header/4349-1616148229.jpg?lm=1,https://www.transfermarkt.co.uk/theo-lucius/profil/spieler/4349,NL1,Rooms Katholieke Combinatie Waalwijk,250000,3000000
4351,Remco,van der Schaaf,Remco van der Schaaf,2012,5724,remco-van-der-schaaf,Netherlands,Ten Boer,Netherlands,1979-02-28,Centre-Back,Defender,right,186,,,https://img.a.transfermarkt.technology/portrait/header/4351-1616148175.jpg?lm=1,https://www.transfermarkt.co.uk/remco-van-der-schaaf/profil/spieler/4351,DK1,Randers Fodbold Club,100000,2000000
4357,Klaas-Jan,Huntelaar,Klaas-Jan Huntelaar,2020,610,klaas-jan-huntelaar,Netherlands,Voor-Drempt,Netherlands,1983-08-12,Centre-Forward,Attack,right,186,,Soccer Vision ,https://img.a.transfermarkt.technology/portrait/header/4357-1684166367.jpg?lm=1,https://www.transfermarkt.co.uk/klaas-jan-huntelaar/profil/spieler/4357,NL1,AFC Ajax Amsterdam,800000,20000000
4359,Adil,Ramzi,Adil Ramzi,2012,192,adil-ramzi,Morocco,Marrakesch,Morocco,1977-07-14,Left Midfield,Midfield,right,179,,,https://img.a.transfermarkt.technology/portrait/header/s_4359_192_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/adil-ramzi/profil/spieler/4359,NL1,Roda JC Kerkrade,400000,1500000
4360,Arjen,Robben,Arjen Robben,2020,202,arjen-robben,Netherlands,Bedum,Netherlands,1984-01-23,Right Winger,Attack,left,180,,,https://img.a.transfermarkt.technology/portrait/header/4360-1540568808.jpg?lm=1,https://www.transfermarkt.co.uk/arjen-robben/profil/spieler/4360,NL1,FC Groningen,200000,40000000
4361,Dennis,Rommedahl,Dennis Rommedahl,2013,235,dennis-rommedahl,Denmark,Kopenhagen,Denmark,1978-07-22,Right Winger,Attack,right,179,,,https://img.a.transfermarkt.technology/portrait/header/4361-1412867415.jpg?lm=1,https://www.transfermarkt.co.uk/dennis-rommedahl/profil/spieler/4361,NL1,Rooms Katholieke Combinatie Waalwijk,100000,4000000
4371,Glenn,Loovens,Glenn Loovens,2012,142,glenn-loovens,Netherlands,Doetinchem,Netherlands,1983-10-22,Centre-Back,Defender,right,188,,Juzzt Football,https://img.a.transfermarkt.technology/portrait/header/s_4371_142_2012_10_24_1.jpg?lm=1,https://www.transfermarkt.co.uk/glenn-loovens/profil/spieler/4371,ES1,Real Zaragoza,750000,3250000
4377,Thomas,Buffel,Thomas Buffel,2018,3508,thomas-buffel,Belgium,Brugge,Belgium,1981-02-19,Right Winger,Attack,right,175,,PROFI-MANAGEMENT,https://img.a.transfermarkt.technology/portrait/header/4377-1478246453.jpg?lm=1,https://www.transfermarkt.co.uk/thomas-buffel/profil/spieler/4377,BE1,SV Zulte Waregem,100000,6500000
4380,Robin,van Persie,Robin van Persie,2018,234,robin-van-persie,Netherlands,Rotterdam,Netherlands,1983-08-06,Centre-Forward,Attack,left,183,,SEG,https://img.a.transfermarkt.technology/portrait/header/4380-1516382956.jpg?lm=1,https://www.transfermarkt.co.uk/robin-van-persie/profil/spieler/4380,NL1,Feyenoord Rotterdam,1500000,47500000
4383,Johan,Elmander,Johan Elmander,2015,206,johan-elmander,Sweden,AlingsÃ¥s,Sweden,1981-05-27,Centre-Forward,Attack,right,188,,ManMark S.A.,https://img.a.transfermarkt.technology/portrait/header/s_4383_141_2012_12_04_1.jpg?lm=1,https://www.transfermarkt.co.uk/johan-elmander/profil/spieler/4383,DK1,BrÃ¸ndby IdrÃ¦tsforening,75000,12500000
4384,Yves,Lenaerts,Yves Lenaerts,2015,2727,yves-lenaerts,Belgium,Turnhout,Belgium,1983-02-27,Goalkeeper,Goalkeeper,,187,,,https://img.a.transfermarkt.technology/portrait/header/4384-1627653874.jpg?lm=1,https://www.transfermarkt.co.uk/yves-lenaerts/profil/spieler/4384,BE1,Oud-Heverlee Leuven,150000,500000
4391,Boy,Waterman,Boy Waterman,2023,383,boy-waterman,Netherlands,Lelystad,Netherlands,1984-01-24,Goalkeeper,Goalkeeper,right,188,2024-06-30 00:00:00,Sp international,https://img.a.transfermarkt.technology/portrait/header/4391-1583743570.jpg?lm=1,https://www.transfermarkt.co.uk/boy-waterman/profil/spieler/4391,NL1,Eindhovense Voetbalvereniging Philips Sport Vereniging,75000,3000000
4403,Daniel,Jensen,Daniel Jensen,2014,5817,daniel-jensen,Denmark,Kopenhagen,Denmark,1979-06-25,Central Midfield,Midfield,,,,,https://img.a.transfermarkt.technology/portrait/header/4403-1493294727.jpg?lm=1,https://www.transfermarkt.co.uk/daniel-jensen/profil/spieler/4403,DK1,SÃ¶nderjyskE,100000,7000000
4408,Santi,Kolk,Santi Kolk,2012,1268,santi-kolk,Netherlands,Den Haag,Netherlands,1981-10-02,Right Winger,Attack,,,,Juzzt Football,https://img.a.transfermarkt.technology/portrait/header/s_4408_89_2010_2.jpg?lm=1,https://www.transfermarkt.co.uk/santi-kolk/profil/spieler/4408,NL1,ADO Den Haag,600000,2250000
4410,Marcel,Seip,Marcel Seip,2012,1426,marcel-seip,Netherlands,Winschoten,Netherlands,1982-04-05,Centre-Back,Defender,right,180,,Perfect!,https://img.a.transfermarkt.technology/portrait/header/s_4410_1426_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/marcel-seip/profil/spieler/4410,NL1,VVV-Venlo,150000,1500000
4415,Tim,Cornelisse,Tim Cornelisse,2014,403,tim-cornelisse,Netherlands,Alkmaar,Netherlands,1978-04-03,Right-Back,Defender,right,185,,,https://img.a.transfermarkt.technology/portrait/header/4415-1418921594.jpg?lm=1,https://www.transfermarkt.co.uk/tim-cornelisse/profil/spieler/4415,NL1,Willem II Tilburg,100000,1750000
4424,Nicky,Hofs,Nicky Hofs,2012,403,nicky-hofs,Netherlands,Arnhem,Netherlands,1983-05-17,Attacking Midfield,Midfield,right,170,,V4S,https://img.a.transfermarkt.technology/portrait/header/s_4424_499_2012_2.jpg?lm=1,https://www.transfermarkt.co.uk/nicky-hofs/profil/spieler/4424,NL1,Willem II Tilburg,1000000,5000000
4425,Theo,Janssen,Theo Janssen,2013,499,theo-janssen,Netherlands,Arnhem,Netherlands,1981-07-27,Central Midfield,Midfield,left,180,,,https://img.a.transfermarkt.technology/portrait/header/s_4425_499_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/theo-janssen/profil/spieler/4425,NL1,Stichting Betaald Voetbal Vitesse Arnhem,2500000,7000000
4429,Matthew,Amoah,Matthew Amoah,2013,1304,matthew-amoah,Ghana,Tema,Ghana,1980-10-24,,Missing,,,,,https://img.a.transfermarkt.technology/portrait/header/4429-1589538461.jpg?lm=1,https://www.transfermarkt.co.uk/matthew-amoah/profil/spieler/4429,NL1,Heracles Almelo,400000,2500000
4451,Orlando,Engelaar,Orlando Engelaar,2014,317,orlando-engelaar,Netherlands,Rotterdam,Netherlands,1979-08-24,Defensive Midfield,Midfield,,,,,https://img.a.transfermarkt.technology/portrait/header/4451-1676635289.jpg?lm=1,https://www.transfermarkt.co.uk/orlando-engelaar/profil/spieler/4451,NL1,Football Club Twente,250000,6000000
4452,Robbie,Haemhouts,Robbie Haemhouts,2018,132,robbie-haemhouts,Belgium,Brasschaat,Belgium,1983-12-09,Central Midfield,Midfield,left,175,,,https://img.a.transfermarkt.technology/portrait/header/4452-1418921620.jpg?lm=1,https://www.transfermarkt.co.uk/robbie-haemhouts/profil/spieler/4452,NL1,NAC Breda,200000,600000
4456,Arne,Slot,Arne Slot,2012,1269,arne-slot,Netherlands,Bergentheim,Netherlands,1978-09-17,Attacking Midfield,Midfield,right,185,,Soccer Vision ,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/arne-slot/profil/spieler/4456,NL1,Prins Hendrik Ende Desespereert Nimmer Combinatie Zwolle,400000,1000000
4471,Robert,van Boxel,Robert van Boxel,2013,133,robert-van-boxel,Netherlands,Zwanenburg,Netherlands,1983-01-20,Centre-Back,Defender,right,188,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/robert-van-boxel/profil/spieler/4471,NL1,SC Cambuur Leeuwarden,50000,450000
4487,Khalid,Sinouh,Khalid Sinouh,2012,467,khalid-sinouh,Netherlands,Amsterdam,Morocco,1975-05-02,Goalkeeper,Goalkeeper,,,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/khalid-sinouh/profil/spieler/4487,NL1,Nijmegen Eendracht Combinatie,100000,1200000
4489,Khalid,Boulahrouz,Khalid Boulahrouz,2014,234,khalid-boulahrouz,Netherlands,Maassluis,Netherlands,1981-12-28,Centre-Back,Defender,,,,Juzzt Football,https://img.a.transfermarkt.technology/portrait/header/4489-1492694475.jpg?lm=1,https://www.transfermarkt.co.uk/khalid-boulahrouz/profil/spieler/4489,NL1,Feyenoord Rotterdam,400000,13000000
4513,Dennis,Gentenaar,Dennis Gentenaar,2013,467,dennis-gentenaar,Netherlands,Nijmegen,Netherlands,1975-09-30,Goalkeeper,Goalkeeper,,180,,,https://img.a.transfermarkt.technology/portrait/header/s_4513_467_2013_07_10_1.jpg?lm=1,https://www.transfermarkt.co.uk/dennis-gentenaar/profil/spieler/4513,NL1,Nijmegen Eendracht Combinatie,100000,2500000
4517,Jeffrey,Leiwakabessy,Jeffrey Leiwakabessy,2016,467,jeffrey-leiwakabessy,Netherlands,Nijmegen,Netherlands,1981-02-23,Left-Back,Defender,left,173,,Winny Haatrecht,https://img.a.transfermarkt.technology/portrait/header/4517-1447761950.jpg?lm=1,https://www.transfermarkt.co.uk/jeffrey-leiwakabessy/profil/spieler/4517,NL1,Nijmegen Eendracht Combinatie,100000,1200000
4519,Rob,Wielaert,Rob Wielaert,2012,192,rob-wielaert,Netherlands,Emmeloord,Netherlands,1978-12-29,Centre-Back,Defender,right,180,,,https://img.a.transfermarkt.technology/portrait/header/4519-1410963094.jpg?lm=1,https://www.transfermarkt.co.uk/rob-wielaert/profil/spieler/4519,NL1,Roda JC Kerkrade,350000,2600000
4520,Peter,Wisgerhof,Peter Wisgerhof,2013,317,peter-wisgerhof,Netherlands,Wageningen,Netherlands,1979-11-19,Centre-Back,Defender,right,181,,Soccer Vision ,https://img.a.transfermarkt.technology/portrait/header/s_4520_317_2012_2.jpg?lm=1,https://www.transfermarkt.co.uk/peter-wisgerhof/profil/spieler/4520,NL1,Football Club Twente,500000,3000000
4531,Frank,Demouge,Frank Demouge,2013,192,frank-demouge,Netherlands,Nijmegen,Netherlands,1982-06-25,Centre-Forward,Attack,right,191,,,https://img.a.transfermarkt.technology/portrait/header/4531-1411285150.jpg?lm=1,https://www.transfermarkt.co.uk/frank-demouge/profil/spieler/4531,NL1,Roda JC Kerkrade,350000,1750000
4533,Anouar,Hadouir,Anouar Hadouir,2018,798,anouar-hadouir,Netherlands,Den Bosch,Netherlands,1982-09-14,Attacking Midfield,Midfield,both,173,,Grand Stand,https://img.a.transfermarkt.technology/portrait/header/4533-1551697776.jpg?lm=1,https://www.transfermarkt.co.uk/anouar-hadouir/profil/spieler/4533,NL1,Excelsior Rotterdam,150000,1750000
4538,Theo,Zwarthoed,Theo Zwarthoed,2018,132,theo-zwarthoed,Netherlands,Volendam,Netherlands,1982-11-19,Goalkeeper,Goalkeeper,,188,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/theo-zwarthoed/profil/spieler/4538,NL1,NAC Breda,100000,400000
4563,Joris,Mathijsen,Joris Mathijsen,2014,234,joris-mathijsen,Netherlands,Goirle,Netherlands,1980-04-05,Centre-Back,Defender,,,,Juzzt Football,https://img.a.transfermarkt.technology/portrait/header/s_4563_234_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/joris-mathijsen/profil/spieler/4563,NL1,Feyenoord Rotterdam,1000000,12000000
4570,Denny,Landzaat,Denny Landzaat,2012,317,denny-landzaat,Netherlands,Amsterdam,Netherlands,1976-05-06,Central Midfield,Midfield,right,178,,,https://img.a.transfermarkt.technology/portrait/header/s_4570_317_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/denny-landzaat/profil/spieler/4570,NL1,Football Club Twente,100000,8000000
4573,Marcel,Meeuwis,Marcel Meeuwis,2012,1426,marcel-meeuwis,Netherlands,Goirle,Netherlands,1980-10-31,Defensive Midfield,Midfield,,,,,https://img.a.transfermarkt.technology/portrait/header/s_4573_1426_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/marcel-meeuwis/profil/spieler/4573,NL1,VVV-Venlo,800000,2000000
4582,Sander,Boschker,Sander Boschker,2013,317,sander-boschker,Netherlands,Lichtenvoorde,Netherlands,1970-10-20,Goalkeeper,Goalkeeper,left,186,,,https://img.a.transfermarkt.technology/portrait/header/s_4582_317_2012_2.jpg?lm=1,https://www.transfermarkt.co.uk/sander-boschker/profil/spieler/4582,NL1,Football Club Twente,100000,850000
4592,Ji-sung,Park,Ji-sung Park,2013,383,ji-sung-park,"Korea, South",Seoul,"Korea, South",1981-02-25,Attacking Midfield,Midfield,both,178,,,https://img.a.transfermarkt.technology/portrait/header/s_4592_985_2009_1.jpg?lm=1,https://www.transfermarkt.co.uk/ji-sung-park/profil/spieler/4592,NL1,Eindhovense Voetbalvereniging Philips Sport Vereniging,2000000,12500000
4605,Vladan,Kujovic,Vladan Kujovic,2014,2282,vladan-kujovic,Jugoslawien (SFR),NiÅ¡,Serbia,1978-08-23,Goalkeeper,Goalkeeper,right,185,,,https://img.a.transfermarkt.technology/portrait/header/s_4605_2282_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/vladan-kujovic/profil/spieler/4605,BE1,Club Brugge Koninklijke Voetbalvereniging,200000,800000
4607,Roel,Brouwers,Roel Brouwers,2016,192,roel-brouwers,Netherlands,Heerlen,Netherlands,1981-11-28,Centre-Back,Defender,right,192,,Stefan Ristea,https://img.a.transfermarkt.technology/portrait/header/4607-1473702868.jpg?lm=1,https://www.transfermarkt.co.uk/roel-brouwers/profil/spieler/4607,NL1,Roda JC Kerkrade,400000,3250000
4624,Jos,Hooiveld,Jos Hooiveld,2017,317,jos-hooiveld,Netherlands,Zeijen,Netherlands,1983-04-22,Centre-Back,Defender,left,193,,,https://img.a.transfermarkt.technology/portrait/header/s_4624_180_2012_1.jpg?lm=1,https://www.transfermarkt.co.uk/jos-hooiveld/profil/spieler/4624,NL1,Football Club Twente,175000,2000000
4634,Arnold,Kruiswijk,Arnold Kruiswijk,2018,499,arnold-kruiswijk,Netherlands,Groningen,Netherlands,1984-11-02,Centre-Back,Defender,left,182,,Soccer Vision ,https://img.a.transfermarkt.technology/portrait/header/4634-1501055145.jpg?lm=1,https://www.transfermarkt.co.uk/arnold-kruiswijk/profil/spieler/4634,NL1,Stichting Betaald Voetbal Vitesse Arnhem,200000,1500000
4638,Joost,Broerse,Joost Broerse,2014,1269,joost-broerse,Netherlands,De Bilt,Netherlands,1979-05-08,Centre-Back,Defender,left,184,,Soccer Vision ,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/joost-broerse/profil/spieler/4638,NL1,Prins Hendrik Ende Desespereert Nimmer Combinatie Zwolle,250000,900000
4669,Mitchell,PiquÃ©,Mitchell PiquÃ©,2012,403,mitchell-pique,Netherlands,Amsterdam,Netherlands,1979-11-20,Left-Back,Defender,left,171,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/mitchell-pique/profil/spieler/4669,NL1,Willem II Tilburg,200000,400000
4672,Nigel,de Jong,Nigel de Jong,2017,39,nigel-de-jong,Netherlands,Amsterdam,Netherlands,1984-11-30,Defensive Midfield,Midfield,right,174,,Juzzt Football,https://img.a.transfermarkt.technology/portrait/header/4672-1448982742.jpg?lm=1,https://www.transfermarkt.co.uk/nigel-de-jong/profil/spieler/4672,L1,1. FuÃŸball- und Sportverein Mainz 05,400000,21000000
4673,Wesley,Sneijder,Wesley Sneijder,2017,417,wesley-sneijder,Netherlands,Utrecht,Netherlands,1984-06-09,Attacking Midfield,Midfield,both,170,,PUM,https://img.a.transfermarkt.technology/portrait/header/4673-1473587409.jpeg?lm=1,https://www.transfermarkt.co.uk/wesley-sneijder/profil/spieler/4673,FR1,Olympique Gymnaste Club Nice CÃ´te d'Azur,3000000,45000000
4676,Cedric,van der Gun,Cedric van der Gun,2013,200,cedric-van-der-gun,Netherlands,Den Haag,Netherlands,1979-05-05,Centre-Forward,Attack,,,,Joris Coppes,https://img.a.transfermarkt.technology/portrait/header/s_4676_200_2012_2.jpg?lm=1,https://www.transfermarkt.co.uk/cedric-van-der-gun/profil/spieler/4676,NL1,Football Club Utrecht,500000,1500000
4678,Markus,Berger,Markus Berger,2015,7179,markus-berger,Austria,Salzburg,Austria,1985-01-21,Centre-Back,Defender,right,186,,,https://img.a.transfermarkt.technology/portrait/header/4678-1433927317.jpg?lm=1,https://www.transfermarkt.co.uk/markus-berger/profil/spieler/4678,PO1,CD Tondela,350000,1700000
4687,Aaron,Hunt,Aaron Hunt,2017,41,aaron-hunt,Germany,Goslar,Germany,1986-09-04,Attacking Midfield,Midfield,left,183,,,https://img.a.transfermarkt.technology/portrait/header/4687-1532340699.jpg?lm=1,https://www.transfermarkt.co.uk/aaron-hunt/profil/spieler/4687,L1,Hamburger SV,250000,7000000
4691,Peter,Niemeyer,Peter Niemeyer,2016,105,peter-niemeyer,Germany,Mettingen,Germany,1983-11-22,Defensive Midfield,Midfield,right,191,,,https://img.a.transfermarkt.technology/portrait/header/4691-1500628736.jpg?lm=1,https://www.transfermarkt.co.uk/peter-niemeyer/profil/spieler/4691,L1,Sportverein Darmstadt 1898 e. V.,200000,2500000
4693,Wilko,de Vogt,Wilko de Vogt,2012,132,wilko-de-vogt,Netherlands,Breda,Netherlands,1975-09-17,Goalkeeper,Goalkeeper,right,188,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.co.uk/wilko-de-vogt/profil/spieler/4693,NL1,NAC Breda,50000,300000
